name,nationality,position,division,opponent,match_date,phase,sets_won,sets_played,points_scored,attack_kills,attack_faults,attack_shots,attack_total,block_kills,block_faults,block_rebounds,block_total,serve_aces,serve_errors,serve_attempts,serve_total,rec_excellents,rec_faults,rec_attempts,rec_total,dig_excellents,dig_faults,dig_attempts,dig_total,set_excellents,set_faults,set_stills,set_total
Bruno LIMA,Argentina,Opposite Spiker,Men,Germany,2022-06-09,Pool,3,4,19,16,5,10,31,2,4,0,6,1,4,11,16,0,0,1,1,2,5,2,9,0,0,1,1
Ezequiel PALACIOS,Argentina,Outside Hitter,Men,Germany,2022-06-09,Pool,3,4,14,10,1,13,24,2,3,1,6,2,0,10,12,5,2,15,22,1,1,2,4,0,0,2,2
Luciano PALONSKY,Argentina,Outside Hitter,Men,Germany,2022-06-09,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luciano VICENTIN,Argentina,Outside Hitter,Men,Germany,2022-06-09,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin RAMOS,Argentina,Middle Blocker,Men,Germany,2022-06-09,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco MASSIMINO,Argentina,Libero,Men,Germany,2022-06-09,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas ZERBA,Argentina,Middle Blocker,Men,Germany,2022-06-09,Pool,3,4,3,2,1,0,3,1,3,11,15,0,1,7,8,1,0,0,1,0,1,4,5,0,0,0,0
Matias GIRAUDO,Argentina,Setter,Men,Germany,2022-06-09,Pool,3,4,1,0,0,1,1,1,0,0,1,0,3,0,3,0,0,0,0,1,2,1,4,3,0,9,12
Matias SANCHEZ,Argentina,Setter,Men,Poland,2022-06-08,Pool,0,3,2,1,0,0,1,0,0,0,0,1,1,8,10,0,0,0,0,4,3,3,10,31,0,31,62
Joaquin GALLEGO,Argentina,Middle Blocker,Men,Poland,2022-06-08,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agustin LOSER,Argentina,Middle Blocker,Men,Poland,2022-06-08,Pool,0,3,6,4,1,5,10,1,3,5,9,1,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0
Santiago DANANI,Argentina,Libero,Men,Poland,2022-06-08,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10,17,4,3,2,9,0,0,9,9
Nicolás LAZO,Argentina,Outside Hitter,Men,Poland,2022-06-08,Pool,0,3,10,9,3,13,25,0,0,4,4,1,1,7,9,1,0,13,14,7,3,0,10,0,0,1,1
Manuel ARMOA,Argentina,Outside Hitter,Men,Poland,2022-06-08,Pool,0,3,3,3,0,2,5,0,3,0,3,0,0,4,4,2,1,7,10,1,3,0,4,0,0,0,0
Bruno LIMA,Argentina,Opposite Spiker,Men,Poland,2022-06-08,Pool,0,3,8,7,3,12,22,1,3,5,9,0,5,8,13,0,0,1,1,2,2,0,4,0,0,1,1
Ezequiel PALACIOS,Argentina,Outside Hitter,Men,Poland,2022-06-08,Pool,0,3,5,4,2,7,13,1,2,0,3,0,1,4,5,0,1,12,13,2,3,1,6,0,0,3,3
Luciano PALONSKY,Argentina,Outside Hitter,Men,Poland,2022-06-08,Pool,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Luciano VICENTIN,Argentina,Outside Hitter,Men,Poland,2022-06-08,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin RAMOS,Argentina,Middle Blocker,Men,Poland,2022-06-08,Pool,0,3,3,2,0,2,4,1,1,2,4,0,1,7,8,0,0,0,0,3,0,2,5,0,0,0,0
Franco MASSIMINO,Argentina,Libero,Men,Poland,2022-06-08,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas ZERBA,Argentina,Middle Blocker,Men,Poland,2022-06-08,Pool,0,3,3,1,1,2,4,2,4,2,8,0,1,2,3,0,0,2,2,0,1,2,3,0,0,1,1
Matias GIRAUDO,Argentina,Setter,Men,Poland,2022-06-08,Pool,0,3,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,6
Beau GRAHAM,Australia,Middle Blocker,Men,France,2022-07-10,Pool,0,3,6,4,0,0,4,2,1,4,7,0,3,4,7,1,0,0,1,0,0,0,0,0,0,0,0
Arshdeep DOSANJH,Australia,Setter,Men,France,2022-07-10,Pool,0,3,1,0,0,2,2,0,1,0,1,1,0,4,5,0,0,0,0,1,2,0,3,9,1,20,30
Lorenzo POPE,Australia,Outside Hitter,Men,France,2022-07-10,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson HOLLAND,Australia,Libero,Men,France,2022-07-10,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,16,4,5,0,9,0,0,7,7
Malachi MURCH,Australia,Outside Hitter,Men,France,2022-07-10,Pool,0,3,0,0,1,2,3,0,0,0,0,0,1,1,2,0,1,3,4,1,0,1,2,0,0,3,3
Trent O'DEA,Australia,Middle Blocker,Men,France,2022-07-10,Pool,0,3,5,3,0,2,5,1,3,1,5,1,1,8,10,0,0,2,2,0,1,2,3,0,0,3,3
Thomas HEPTINSTALL,Australia,Opposite Spiker,Men,France,2022-07-10,Pool,0,3,5,5,2,5,12,0,0,1,1,0,2,7,9,0,0,4,4,4,1,0,5,0,1,3,4
Conal Tain MCAINSH,Australia,Middle Blocker,Men,France,2022-07-10,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korben PHILLIPS,Australia,Middle Blocker,Men,France,2022-07-10,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas BUTLER,Australia,Setter,Men,France,2022-07-10,Pool,0,3,1,1,0,0,1,0,1,0,1,0,2,4,6,0,0,1,1,2,0,0,2,4,0,9,13
Sam FLOWERDAY,Australia,Outside Hitter,Men,France,2022-07-10,Pool,0,3,4,4,7,3,14,0,1,0,1,0,3,5,8,0,1,9,10,3,3,1,7,0,0,4,4
Max SENICA,Australia,Outside Hitter,Men,France,2022-07-10,Pool,0,3,2,2,1,1,4,0,2,1,3,0,0,2,2,1,3,4,8,1,0,2,3,0,0,0,0
Ethan GARRETT,Australia,Outside Hitter,Men,France,2022-07-10,Pool,0,3,2,2,1,2,5,0,2,2,4,0,0,3,3,0,0,9,9,1,1,0,2,0,0,3,3
Matthew AUBREY,Australia,Opposite Spiker,Men,France,2022-07-10,Pool,0,3,2,2,3,3,8,0,2,1,3,0,0,3,3,0,0,0,0,1,2,0,3,0,0,1,1
Beau GRAHAM,Australia,Middle Blocker,Men,Argentina,2022-07-08,Pool,1,4,9,7,1,4,12,2,4,4,10,0,1,12,13,0,0,0,0,1,0,2,3,0,0,1,1
Arshdeep DOSANJH,Australia,Setter,Men,Argentina,2022-07-08,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo POPE,Australia,Outside Hitter,Men,Argentina,2022-07-08,Pool,1,4,12,11,4,5,20,0,4,1,5,1,2,15,18,12,4,15,31,6,3,3,12,0,0,0,0
Jackson HOLLAND,Australia,Libero,Men,Argentina,2022-07-08,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,17,31,7,2,1,10,0,0,1,1
Malachi MURCH,Australia,Outside Hitter,Men,Argentina,2022-07-08,Pool,1,4,16,13,4,13,30,3,3,2,8,0,3,8,11,4,3,11,18,4,2,4,10,1,0,0,1
Trent O'DEA,Australia,Middle Blocker,Men,Argentina,2022-07-08,Pool,1,4,5,4,1,4,9,1,3,3,7,0,0,13,13,1,0,0,1,1,0,2,3,0,0,4,4
Thomas HEPTINSTALL,Australia,Opposite Spiker,Men,Argentina,2022-07-08,Pool,1,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Conal Tain MCAINSH,Australia,Middle Blocker,Men,Argentina,2022-07-08,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korben PHILLIPS,Australia,Middle Blocker,Men,Argentina,2022-07-08,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas BUTLER,Australia,Setter,Men,Argentina,2022-07-08,Pool,1,4,2,0,0,1,1,0,2,2,4,2,4,9,15,0,0,0,0,0,3,1,4,32,1,51,84
Sam FLOWERDAY,Australia,Outside Hitter,Men,Argentina,2022-07-08,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max SENICA,Australia,Outside Hitter,Men,Argentina,2022-07-08,Pool,1,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ethan GARRETT,Australia,Outside Hitter,Men,Argentina,2022-07-08,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew AUBREY,Australia,Opposite Spiker,Men,Argentina,2022-07-08,Pool,1,4,12,11,6,3,20,1,1,4,6,0,4,7,11,0,0,0,0,2,0,1,3,0,0,0,0
Beau GRAHAM,Australia,Middle Blocker,Men,Germany,2022-07-07,Pool,1,4,7,4,2,0,6,1,2,4,7,2,3,11,16,1,0,3,4,2,4,1,7,0,0,2,2
Arshdeep DOSANJH,Australia,Setter,Men,Germany,2022-07-07,Pool,1,4,2,2,0,2,4,0,2,4,6,0,1,13,14,0,0,2,2,7,1,2,10,25,1,40,66
Lorenzo POPE,Australia,Outside Hitter,Men,Germany,2022-07-07,Pool,1,4,17,16,3,7,26,1,3,3,7,0,5,11,16,10,3,23,36,3,0,3,6,1,0,4,5
Jackson HOLLAND,Australia,Libero,Men,Germany,2022-07-07,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,16,4,5,3,12,0,0,7,7
Malachi MURCH,Australia,Outside Hitter,Men,Germany,2022-07-07,Pool,1,4,5,5,1,4,10,0,0,1,1,0,2,6,8,3,0,7,10,1,2,0,3,0,0,1,1
Trent O'DEA,Australia,Middle Blocker,Men,Germany,2022-07-07,Pool,1,4,11,7,3,1,11,3,1,4,8,1,2,12,15,0,0,2,2,2,2,0,4,0,0,5,5
Thomas HEPTINSTALL,Australia,Opposite Spiker,Men,Germany,2022-07-07,Pool,1,4,3,3,1,3,7,0,1,0,1,0,3,2,5,0,0,0,0,0,1,0,1,0,0,0,0
Conal Tain MCAINSH,Australia,Middle Blocker,Men,Germany,2022-07-07,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korben PHILLIPS,Australia,Middle Blocker,Men,Germany,2022-07-07,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas BUTLER,Australia,Setter,Men,Germany,2022-07-07,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam FLOWERDAY,Australia,Outside Hitter,Men,Germany,2022-07-07,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max SENICA,Australia,Outside Hitter,Men,Germany,2022-07-07,Pool,1,4,3,3,2,1,6,0,0,1,1,0,1,4,5,2,1,4,7,1,1,0,2,0,0,0,0
Ethan GARRETT,Australia,Outside Hitter,Men,Germany,2022-07-07,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew AUBREY,Australia,Opposite Spiker,Men,Germany,2022-07-07,Pool,1,4,9,8,3,9,20,0,2,5,7,1,4,3,8,0,0,0,0,2,2,1,5,0,0,2,2
Beau GRAHAM,Australia,Middle Blocker,Men,Japan,2022-07-06,Pool,1,4,5,4,1,4,9,1,3,2,6,0,3,11,14,1,0,0,1,0,1,0,1,0,0,2,2
Arshdeep DOSANJH,Australia,Setter,Men,Japan,2022-07-06,Pool,1,4,3,2,0,3,5,1,2,3,6,0,1,10,11,0,1,0,1,3,2,0,5,21,1,45,67
Lorenzo POPE,Australia,Outside Hitter,Men,Japan,2022-07-06,Pool,1,4,22,21,5,6,32,1,2,2,5,0,4,8,12,13,4,19,36,5,2,0,7,0,0,2,2
Jackson HOLLAND,Australia,Libero,Men,Japan,2022-07-06,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,21,6,3,1,10,0,0,3,3
Malachi MURCH,Australia,Outside Hitter,Men,Japan,2022-07-06,Pool,1,4,9,8,2,5,15,1,2,1,4,0,2,11,13,3,1,11,15,4,0,1,5,0,0,2,2
Trent O'DEA,Australia,Middle Blocker,Men,Japan,2022-07-06,Pool,1,4,6,6,0,6,12,0,6,2,8,0,0,11,11,0,0,1,1,0,3,0,3,2,0,1,3
Thomas HEPTINSTALL,Australia,Opposite Spiker,Men,Japan,2022-07-06,Pool,1,4,10,9,3,3,15,0,1,1,2,1,1,13,15,1,2,0,3,2,3,3,8,1,0,1,2
Conal Tain MCAINSH,Australia,Middle Blocker,Men,Japan,2022-07-06,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korben PHILLIPS,Australia,Middle Blocker,Men,Japan,2022-07-06,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas BUTLER,Australia,Setter,Men,Japan,2022-07-06,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2
Sam FLOWERDAY,Australia,Outside Hitter,Men,Japan,2022-07-06,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max SENICA,Australia,Outside Hitter,Men,Japan,2022-07-06,Pool,1,4,1,1,0,0,1,0,0,1,1,0,0,1,1,2,1,0,3,0,1,0,1,0,0,0,0
Ethan GARRETT,Australia,Outside Hitter,Men,Japan,2022-07-06,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew AUBREY,Australia,Opposite Spiker,Men,Japan,2022-07-06,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
Beau GRAHAM,Australia,Middle Blocker,Men,Serbia,2022-06-26,Pool,0,3,2,2,0,1,3,0,2,0,2,0,1,6,7,0,0,0,0,1,2,0,3,0,0,0,0
Arshdeep DOSANJH,Australia,Setter,Men,Serbia,2022-06-26,Pool,0,3,2,1,1,1,3,1,6,1,8,0,2,5,7,0,0,0,0,1,0,0,1,14,0,45,59
Lorenzo POPE,Australia,Outside Hitter,Men,Serbia,2022-06-26,Pool,0,3,13,11,4,4,19,2,0,2,4,0,3,6,9,10,1,16,27,0,2,0,2,0,0,0,0
Jackson HOLLAND,Australia,Libero,Men,Serbia,2022-06-26,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James WEIR,Australia,Middle Blocker,Men,Serbia,2022-06-26,Pool,0,3,9,8,0,4,12,1,5,4,10,0,2,9,11,0,0,0,0,0,1,0,1,0,0,0,0
Trent O'DEA,Australia,Middle Blocker,Men,Serbia,2022-06-26,Pool,0,3,2,2,0,1,3,0,3,1,4,0,1,3,4,0,0,1,1,0,0,0,0,0,0,1,1
Max STAPLES,Australia,Outside Hitter,Men,Serbia,2022-06-26,Pool,0,3,6,3,1,8,12,2,3,1,6,1,3,4,8,4,1,9,14,0,2,0,2,0,0,0,0
Luke PERRY,Australia,Libero,Men,Serbia,2022-06-26,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,16,0,2,0,2,0,0,2,2
Thomas HEPTINSTALL,Australia,Opposite Spiker,Men,Serbia,2022-06-26,Pool,0,3,9,9,3,1,13,0,1,1,2,0,1,13,14,0,0,3,3,0,1,0,1,0,0,0,0
Hamish HAZELDEN,Australia,Opposite Spiker,Men,Serbia,2022-06-26,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas BUTLER,Australia,Setter,Men,Serbia,2022-06-26,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam FLOWERDAY,Australia,Outside Hitter,Men,Serbia,2022-06-26,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max SENICA,Australia,Outside Hitter,Men,Serbia,2022-06-26,Pool,0,3,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0
Ethan GARRETT,Australia,Outside Hitter,Men,Serbia,2022-06-26,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau GRAHAM,Australia,Middle Blocker,Men,Poland,2022-06-25,Pool,0,3,3,1,3,3,7,2,2,0,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Arshdeep DOSANJH,Australia,Setter,Men,Poland,2022-06-25,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo POPE,Australia,Outside Hitter,Men,Poland,2022-06-25,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson HOLLAND,Australia,Libero,Men,Poland,2022-06-25,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0
James WEIR,Australia,Middle Blocker,Men,Poland,2022-06-25,Pool,0,3,1,0,1,3,4,1,1,1,3,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0
Trent O'DEA,Australia,Middle Blocker,Men,Poland,2022-06-25,Pool,0,3,6,5,2,3,10,1,1,1,3,0,0,9,9,2,0,2,4,0,0,0,0,0,0,1,1
Max STAPLES,Australia,Outside Hitter,Men,Poland,2022-06-25,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke PERRY,Australia,Libero,Men,Poland,2022-06-25,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,8,6,3,3,12,0,0,4,4
Thomas HEPTINSTALL,Australia,Opposite Spiker,Men,Poland,2022-06-25,Pool,0,3,8,8,3,13,24,0,0,0,0,0,1,6,7,0,0,3,3,2,1,0,3,0,0,0,0
Hamish HAZELDEN,Australia,Opposite Spiker,Men,Poland,2022-06-25,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas BUTLER,Australia,Setter,Men,Poland,2022-06-25,Pool,0,3,1,0,0,2,2,0,1,0,1,1,2,4,7,0,0,0,0,1,2,0,3,20,0,55,75
Sam FLOWERDAY,Australia,Outside Hitter,Men,Poland,2022-06-25,Pool,0,3,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Max SENICA,Australia,Outside Hitter,Men,Poland,2022-06-25,Pool,0,3,6,6,4,9,19,0,0,0,0,0,0,10,10,4,1,14,19,0,1,0,1,0,1,0,1
Ethan GARRETT,Australia,Outside Hitter,Men,Poland,2022-06-25,Pool,0,3,7,7,3,5,15,0,1,2,3,0,3,7,10,5,1,20,26,0,0,1,1,0,0,0,0
Beau GRAHAM,Australia,Middle Blocker,Men,Bulgaria,2022-06-24,Pool,3,5,13,11,0,4,15,1,3,1,5,1,0,10,11,0,0,0,0,1,1,0,2,1,0,0,1
Arshdeep DOSANJH,Australia,Setter,Men,Bulgaria,2022-06-24,Pool,3,5,7,2,1,1,4,3,2,2,7,2,2,20,24,0,0,0,0,1,4,1,6,19,2,91,112
Lorenzo POPE,Australia,Outside Hitter,Men,Bulgaria,2022-06-24,Pool,3,5,21,20,7,8,35,0,2,1,3,1,2,14,17,8,3,20,31,8,4,0,12,0,1,1,2
Jackson HOLLAND,Australia,Libero,Men,Bulgaria,2022-06-24,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James WEIR,Australia,Middle Blocker,Men,Bulgaria,2022-06-24,Pool,3,5,15,11,0,5,16,3,2,7,12,1,2,16,19,0,1,3,4,2,0,1,3,0,0,0,0
Trent O'DEA,Australia,Middle Blocker,Men,Bulgaria,2022-06-24,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max STAPLES,Australia,Outside Hitter,Men,Bulgaria,2022-06-24,Pool,3,5,12,10,9,14,33,1,3,0,4,1,4,14,19,5,2,17,24,0,2,1,3,0,0,2,2
Luke PERRY,Australia,Libero,Men,Bulgaria,2022-06-24,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,16,23,5,4,1,10,1,0,3,4
Thomas HEPTINSTALL,Australia,Opposite Spiker,Men,Bulgaria,2022-06-24,Pool,3,5,8,7,5,11,23,0,2,0,2,1,4,12,17,0,0,4,4,3,1,2,6,0,0,1,1
Hamish HAZELDEN,Australia,Opposite Spiker,Men,Bulgaria,2022-06-24,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas BUTLER,Australia,Setter,Men,Bulgaria,2022-06-24,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam FLOWERDAY,Australia,Outside Hitter,Men,Bulgaria,2022-06-24,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Max SENICA,Australia,Outside Hitter,Men,Bulgaria,2022-06-24,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan GARRETT,Australia,Outside Hitter,Men,Bulgaria,2022-06-24,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau GRAHAM,Australia,Middle Blocker,Men,Canada,2022-06-21,Pool,1,4,11,9,1,1,11,1,2,4,7,1,1,13,15,2,0,0,2,0,1,1,2,0,0,0,0
Arshdeep DOSANJH,Australia,Setter,Men,Canada,2022-06-21,Pool,1,4,7,5,0,1,6,1,4,1,6,1,3,8,12,0,0,0,0,1,3,0,4,18,2,78,98
Lorenzo POPE,Australia,Outside Hitter,Men,Canada,2022-06-21,Pool,1,4,15,13,5,17,35,2,1,2,5,0,3,11,14,6,2,12,20,4,4,1,9,0,0,1,1
Jackson HOLLAND,Australia,Libero,Men,Canada,2022-06-21,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James WEIR,Australia,Middle Blocker,Men,Canada,2022-06-21,Pool,1,4,14,10,1,6,17,2,3,4,9,2,1,10,13,0,0,1,1,0,1,0,1,0,0,2,2
Trent O'DEA,Australia,Middle Blocker,Men,Canada,2022-06-21,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max STAPLES,Australia,Outside Hitter,Men,Canada,2022-06-21,Pool,1,4,10,9,2,8,19,1,2,0,3,0,5,12,17,9,3,11,23,5,0,1,6,0,0,1,1
Luke PERRY,Australia,Libero,Men,Canada,2022-06-21,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,11,25,11,4,4,19,0,0,6,6
Thomas HEPTINSTALL,Australia,Opposite Spiker,Men,Canada,2022-06-21,Pool,1,4,10,6,6,5,17,0,0,1,1,4,2,14,20,2,0,3,5,1,1,0,2,0,0,0,0
Hamish HAZELDEN,Australia,Opposite Spiker,Men,Canada,2022-06-21,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas BUTLER,Australia,Setter,Men,Canada,2022-06-21,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam FLOWERDAY,Australia,Outside Hitter,Men,Canada,2022-06-21,Pool,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Max SENICA,Australia,Outside Hitter,Men,Canada,2022-06-21,Pool,1,4,2,2,2,0,4,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,1,0,0,0,0
Ethan GARRETT,Australia,Outside Hitter,Men,Canada,2022-06-21,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau GRAHAM,Australia,Middle Blocker,Men,Netherlands,2022-06-12,Pool,0,3,0,0,0,1,1,0,2,3,5,0,1,9,10,0,1,0,1,0,1,0,1,2,0,0,2
Arshdeep DOSANJH,Australia,Setter,Men,Netherlands,2022-06-12,Pool,0,3,1,1,1,0,2,0,1,1,2,0,0,8,8,0,0,0,0,3,0,1,4,12,1,15,28
Lorenzo POPE,Australia,Outside Hitter,Men,Netherlands,2022-06-12,Pool,0,3,18,16,2,5,23,1,6,0,7,1,4,6,11,1,5,8,14,3,0,0,3,1,0,2,3
Jackson HOLLAND,Australia,Libero,Men,Netherlands,2022-06-12,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James WEIR,Australia,Middle Blocker,Men,Netherlands,2022-06-12,Pool,0,3,7,5,1,2,8,2,5,3,10,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0
Trent O'DEA,Australia,Middle Blocker,Men,Netherlands,2022-06-12,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke PERRY,Australia,Libero,Men,Netherlands,2022-06-12,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,14,6,3,1,10,5,0,1,6
Thomas HEPTINSTALL,Australia,Opposite Spiker,Men,Netherlands,2022-06-12,Pool,0,3,1,1,0,2,3,0,0,2,2,0,1,1,2,0,0,0,0,4,0,0,4,1,0,0,1
Hamish HAZELDEN,Australia,Opposite Spiker,Men,Netherlands,2022-06-12,Pool,0,3,7,6,3,3,12,1,3,2,6,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Conal Tain MCAINSH,Australia,Middle Blocker,Men,Netherlands,2022-06-12,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas BUTLER,Australia,Setter,Men,Netherlands,2022-06-12,Pool,0,3,0,0,0,0,0,0,1,1,2,0,2,3,5,0,1,0,1,1,1,0,2,8,1,13,22
Sam FLOWERDAY,Australia,Outside Hitter,Men,Netherlands,2022-06-12,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
